setmana_epidemiologica,any,data_inici,data_final,codi_regio,nom_regio,codi_ambit,nom_ambit,sexe,grup_edat,index_socioeconomic,casos,poblacio
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,1,9.00,16219.00
25,2022,20/06/2022,26/06/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,4,1.00,2732.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5692.00
18,2021,03/05/2021,09/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,14783.00
38,2021,20/09/2021,26/09/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,14783.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,1,1.00,880.00
21,2020,18/05/2020,24/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,1,1.00,16219.00
49,2020,30/11/2020,06/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5692.00
32,2021,09/08/2021,15/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,5.00,14783.00
8,2022,21/02/2022,27/02/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,4,1.00,4611.00
5,2022,31/01/2022,06/02/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,60 a 69,3,1.00,7331.00
14,2020,30/03/2020,05/04/2020,64,GIRONA,6400,GIRONA,Home,60 a 69,2,1.00,3287.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,13.00,14783.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,45 a 59,2,1.00,31706.00
9,2022,28/02/2022,06/03/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5465.00
21,2021,24/05/2021,30/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,3.00,14783.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,2.00,14783.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,1,1.00,16219.00
14,2021,05/04/2021,11/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,2.00,14783.00
27,2021,05/07/2021,11/07/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,14783.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5692.00
2,2022,10/01/2022,16/01/2022,61,LLEIDA,6100,LLEIDA,Dona,60 a 69,4,1.00,6835.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,-1,1.00,320.00
47,2020,16/11/2020,22/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,60 a 69,4,1.00,5908.00
52,2021,27/12/2021,02/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,14783.00
35,2021,30/08/2021,05/09/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,14783.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,13.00,5692.00
31,2022,01/08/2022,07/08/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,60 a 69,4,1.00,3938.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5692.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,3.00,14783.00
30,2020,20/07/2020,26/07/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,15 a 44,3,1.00,18265.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,1,5.00,16219.00
9,2021,01/03/2021,07/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,3.00,14783.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5465.00
52,2021,27/12/2021,02/01/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,60 a 69,4,1.00,3850.00
24,2022,13/06/2022,19/06/2022,61,LLEIDA,6100,LLEIDA,Dona,60 a 69,4,1.00,6835.00
40,2021,04/10/2021,10/10/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,14783.00
36,2021,06/09/2021,12/09/2021,61,LLEIDA,6100,LLEIDA,Home,45 a 59,3,1.00,27994.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,2.00,5692.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,8.00,14783.00
28,2022,11/07/2022,17/07/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,4,2.00,2732.00
11,2021,15/03/2021,21/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,3.00,14783.00
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,18.00,14783.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,4.00,14783.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,1,1.00,16219.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,1,1.00,880.00
4,2022,24/01/2022,30/01/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,60 a 69,3,1.00,7331.00
26,2022,27/06/2022,03/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,2.00,5465.00
8,2021,22/02/2021,28/02/2021,61,LLEIDA,6100,LLEIDA,Home,45 a 59,3,1.00,27994.00
15,2021,12/04/2021,18/04/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,45 a 59,4,1.00,12708.00
33,2021,16/08/2021,22/08/2021,61,LLEIDA,6100,LLEIDA,Home,45 a 59,3,1.00,27994.00
41,2021,11/10/2021,17/10/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,14783.00
24,2022,13/06/2022,19/06/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,4,1.00,2732.00
31,2020,27/07/2020,02/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,-1,1.00,165.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,1,11.00,16219.00
13,2020,23/03/2020,29/03/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,60 a 69,4,5.00,5908.00
52,2020,21/12/2020,27/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,1,1.00,16219.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5465.00
5,2022,31/01/2022,06/02/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,4,1.00,4611.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,3.00,5692.00
6,2022,07/02/2022,13/02/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,4,2.00,2732.00
19,2021,10/05/2021,16/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,14783.00
49,2020,30/11/2020,06/12/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,60 a 69,3,1.00,3898.00
18,2020,27/04/2020,03/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,2.00,5692.00
51,2020,14/12/2020,20/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,2.00,5692.00
34,2021,23/08/2021,29/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,2.00,14783.00
4,2021,25/01/2021,31/01/2021,61,LLEIDA,6100,LLEIDA,Home,45 a 59,3,1.00,27994.00
36,2021,06/09/2021,12/09/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,14783.00
21,2020,18/05/2020,24/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5692.00
50,2020,07/12/2020,13/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5692.00
33,2022,15/08/2022,21/08/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,4,1.00,2732.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,4.00,14783.00
49,2020,30/11/2020,06/12/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,60 a 69,4,1.00,5908.00
16,2021,19/04/2021,25/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,3.00,14783.00
28,2022,11/07/2022,17/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5465.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,2.00,5465.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,11.00,5692.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,5.00,14783.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,3.00,5692.00
7,2021,15/02/2021,21/02/2021,61,LLEIDA,6100,LLEIDA,Home,45 a 59,3,1.00,27994.00
45,2021,08/11/2021,14/11/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,14783.00
16,2020,13/04/2020,19/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,60 a 69,4,1.00,5908.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,13.00,14783.00
21,2022,23/05/2022,29/05/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,60 a 69,4,1.00,3938.00
33,2021,16/08/2021,22/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,3.00,14783.00
22,2021,31/05/2021,06/06/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,14783.00
36,2020,31/08/2020,06/09/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,1,1.00,16219.00
49,2021,06/12/2021,12/12/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,1.00,7262.00
30,2021,26/07/2021,01/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,2,1.00,49176.00
48,2021,29/11/2021,05/12/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,1.00,12916.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,2.00,35329.00
26,2021,28/06/2021,04/07/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,1.00,3931.00
29,2022,18/07/2022,24/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,3.00,18707.00
31,2020,27/07/2020,02/08/2020,64,GIRONA,6400,GIRONA,Home,80 o més,4,1.00,6197.00
22,2020,25/05/2020,31/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,2.00,10788.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,4,2.00,8053.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,1,1.00,4498.00
19,2021,10/05/2021,16/05/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,1.00,34787.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,4.00,3931.00
28,2021,12/07/2021,18/07/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,3.00,29569.00
13,2021,29/03/2021,04/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,6.00,34629.00
30,2022,25/07/2022,31/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,2.00,8747.00
35,2021,30/08/2021,05/09/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,2.00,15468.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,30.00,34588.00
30,2020,20/07/2020,26/07/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,3,1.00,43511.00
34,2021,23/08/2021,29/08/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,1.00,5913.00
49,2021,06/12/2021,12/12/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,4,1.00,20369.00
23,2020,01/06/2020,07/06/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,1.00,3895.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,1,4.00,4493.00
10,2021,08/03/2021,14/03/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,3.00,5034.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,3.00,8436.00
8,2022,21/02/2022,27/02/2022,61,LLEIDA,6100,LLEIDA,Home,60 a 69,3,1.00,12902.00
8,2022,21/02/2022,27/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,4,1.00,7965.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,2.00,10116.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,3.00,6618.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,2,1.00,13809.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,17.00,21598.00
41,2020,05/10/2020,11/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,6.00,17971.00
14,2020,30/03/2020,05/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,2,2.00,3150.00
51,2020,14/12/2020,20/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,2,1.00,68704.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,5.00,12252.00
48,2021,29/11/2021,05/12/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,1.00,52076.00
6,2022,07/02/2022,13/02/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,2,1.00,2310.00
34,2021,23/08/2021,29/08/2021,61,LLEIDA,6100,LLEIDA,Dona,70 a 79,3,1.00,9401.00
18,2020,27/04/2020,03/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,5.00,8881.00
39,2020,21/09/2020,27/09/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,1.00,34694.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,3.00,30676.00
33,2021,16/08/2021,22/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,1.00,42412.00
51,2021,20/12/2021,26/12/2021,61,LLEIDA,6100,LLEIDA,Dona,80 o més,4,1.00,4723.00
32,2022,08/08/2022,14/08/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,45 a 59,3,1.00,38231.00
43,2020,19/10/2020,25/10/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,4,1.00,2631.00
1,2022,03/01/2022,09/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,1.00,3859.00
15,2020,06/04/2020,12/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,2,3.00,1749.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,1,3.00,14545.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,2,2.00,11639.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,15 a 44,3,1.00,185550.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,5.00,34629.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,1.00,34629.00
33,2022,15/08/2022,21/08/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,15 a 44,4,1.00,12500.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,1,1.00,471.00
3,2021,18/01/2021,24/01/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,2,1.00,2285.00
12,2021,22/03/2021,28/03/2021,64,GIRONA,6400,GIRONA,Home,80 o més,4,1.00,6424.00
50,2021,13/12/2021,19/12/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,1.00,46791.00
41,2020,05/10/2020,11/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,8.00,17658.00
22,2022,30/05/2022,05/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,1.00,19704.00
32,2021,09/08/2021,15/08/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,3.00,10623.00
18,2020,27/04/2020,03/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,5.00,6618.00
50,2020,07/12/2020,13/12/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,2.00,5756.00
13,2022,28/03/2022,03/04/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,1.00,18562.00
32,2022,08/08/2022,14/08/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,3.00,18562.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5434.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,4,1.00,47267.00
26,2022,27/06/2022,03/07/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,4,2.00,10656.00
26,2022,27/06/2022,03/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,1.00,10116.00
11,2021,15/03/2021,21/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,3.00,7815.00
30,2022,25/07/2022,31/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,1.00,12023.00
19,2021,10/05/2021,16/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,1,1.00,31150.00
4,2022,24/01/2022,30/01/2022,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,1.00,2954.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,1.00,35279.00
20,2020,11/05/2020,17/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,3,1.00,23761.00
17,2022,25/04/2022,01/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,1.00,7642.00
31,2021,02/08/2021,08/08/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,4,2.00,3685.00
10,2022,07/03/2022,13/03/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,4.00,10856.00
34,2021,23/08/2021,29/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,2.00,3931.00
7,2022,14/02/2022,20/02/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,4,1.00,3774.00
30,2022,25/07/2022,31/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,1.00,36838.00
12,2020,16/03/2020,22/03/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,70 a 79,3,1.00,5262.00
23,2020,01/06/2020,07/06/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,1,1.00,14357.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,13.00,14695.00
7,2021,15/02/2021,21/02/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,4,3.00,7665.00
28,2021,12/07/2021,18/07/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,2.00,15468.00
20,2022,16/05/2022,22/05/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,1.00,3774.00
23,2022,06/06/2022,12/06/2022,64,GIRONA,6400,GIRONA,Home,80 o més,3,1.00,10436.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,2.00,7274.00
11,2021,15/03/2021,21/03/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,5.00,18439.00
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,4,1.00,4047.00
46,2020,09/11/2020,15/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,2,2.00,2812.00
5,2021,01/02/2021,07/02/2021,64,GIRONA,6400,GIRONA,Dona,70 a 79,4,1.00,13781.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,1,1.00,749.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,6.00,30260.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,4.00,5034.00
14,2022,04/04/2022,10/04/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,2.00,35550.00
46,2020,09/11/2020,15/11/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,4,11.00,10436.00
2,2021,11/01/2021,17/01/2021,64,GIRONA,6400,GIRONA,Home,15 a 44,3,1.00,89009.00
21,2020,18/05/2020,24/05/2020,64,GIRONA,6400,GIRONA,Home,80 o més,2,1.00,1216.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,1,1.00,4704.00
10,2022,07/03/2022,13/03/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,3,1.00,14181.00
10,2021,08/03/2021,14/03/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,1.00,9841.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,2,1.00,15622.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,47.00,27035.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,8.00,34787.00
24,2022,13/06/2022,19/06/2022,61,LLEIDA,6100,LLEIDA,Dona,60 a 69,3,1.00,12569.00
11,2020,09/03/2020,15/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,1.00,8436.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5434.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,4,1.00,23687.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,1,1.00,15010.00
4,2021,25/01/2021,31/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,2,1.00,4635.00
21,2022,23/05/2022,29/05/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,2,1.00,44705.00
33,2021,16/08/2021,22/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,1,2.00,5293.00
39,2022,26/09/2022,02/10/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,4,1.00,10656.00
4,2021,25/01/2021,31/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,2,3.00,1812.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,2.00,15728.00
6,2021,08/02/2021,14/02/2021,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,1.00,3020.00
1,2021,04/01/2021,10/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,3,2.00,13642.00
30,2021,26/07/2021,01/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,3,1.00,110306.00
12,2022,21/03/2022,27/03/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,2.00,7974.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,20.00,14784.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,1.00,6891.00
14,2020,30/03/2020,05/04/2020,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,5.00,5532.00
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,1.00,27350.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,4,8.00,3979.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,2.00,7300.00
2,2022,10/01/2022,16/01/2022,64,GIRONA,6400,GIRONA,Dona,70 a 79,3,3.00,20994.00
11,2021,15/03/2021,21/03/2021,61,LLEIDA,6100,LLEIDA,Home,70 a 79,3,1.00,8176.00
50,2020,07/12/2020,13/12/2020,61,LLEIDA,6100,LLEIDA,Home,70 a 79,4,1.00,4192.00
38,2021,20/09/2021,26/09/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,2,1.00,49176.00
23,2022,06/06/2022,12/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,3.00,16731.00
44,2022,31/10/2022,06/11/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,1.00,7274.00
